name,model 1 (large_vox_iter5.pt),model 2 (checkpoint_best.pt),delta_l2,baseline_l2,updated_l2,relative_delta,cosine_similarity,max_abs_delta,numel,dtype,shape,message
encoder.layers.2.fc1.weight,encoder.layers.2.fc1.weight,av_romanizer.w2v_model.encoder.layers.2.fc1.weight,40.0270898919682,290.04207574001964,277.6890128558014,0.13800442501262003,0.9910011000290961,0.18359375,4194304,torch.float32,"(4096, 1024)",
encoder.layers.2.fc2.bias,encoder.layers.2.fc2.bias,av_romanizer.w2v_model.encoder.layers.2.fc2.bias,0.15908362319664907,2.860638891840154,2.7419655758501067,0.05561122155278951,0.9992845125224147,0.0244140625,1024,torch.float32,"(1024,)",
encoder.layers.2.fc2.weight,encoder.layers.2.fc2.weight,av_romanizer.w2v_model.encoder.layers.2.fc2.weight,35.26837689193325,273.1011219211742,258.8855714952403,0.12914035886719222,0.9926326170518279,0.182586669921875,4194304,torch.float32,"(1024, 4096)",
encoder.layers.2.final_layer_norm.bias,encoder.layers.2.final_layer_norm.bias,av_romanizer.w2v_model.encoder.layers.2.final_layer_norm.bias,0.20411567727861565,2.247426021387887,2.194978887747364,0.09082197827030809,0.9960559403581339,0.0479736328125,1024,torch.float32,"(1024,)",
encoder.layers.2.final_layer_norm.weight,encoder.layers.2.final_layer_norm.weight,av_romanizer.w2v_model.encoder.layers.2.final_layer_norm.weight,0.3227600968272261,4.675640654892451,4.580473623190815,0.06903013311972545,0.9977793604043227,0.038330078125,1024,torch.float32,"(1024,)",
encoder.layers.2.self_attn.k_proj.bias,encoder.layers.2.self_attn.k_proj.bias,av_romanizer.w2v_model.encoder.layers.2.self_attn.k_proj.bias,0.009983933217172941,0.11134263627233286,0.10616933242142751,0.0896685542163134,0.9969158793500593,0.00189971923828125,1024,torch.float32,"(1024,)",
encoder.layers.2.self_attn.k_proj.weight,encoder.layers.2.self_attn.k_proj.weight,av_romanizer.w2v_model.encoder.layers.2.self_attn.k_proj.weight,19.78797128961651,147.01858853573881,141.84279557211363,0.13459502969453582,0.9912538784331553,0.1318359375,1048576,torch.float32,"(1024, 1024)",
encoder.layers.2.self_attn.out_proj.bias,encoder.layers.2.self_attn.out_proj.bias,av_romanizer.w2v_model.encoder.layers.2.self_attn.out_proj.bias,0.2974999029823268,3.169003590753082,2.9883843226818976,0.09387805802757987,0.9970495412744469,0.072265625,1024,torch.float32,"(1024,)",
encoder.layers.2.self_attn.out_proj.weight,encoder.layers.2.self_attn.out_proj.weight,av_romanizer.w2v_model.encoder.layers.2.self_attn.out_proj.weight,20.342289667281648,119.2456011975903,112.82124489672455,0.17059153094942608,0.9861546016023474,0.15234375,1048576,torch.float32,"(1024, 1024)",
encoder.layers.2.self_attn.q_proj.bias,encoder.layers.2.self_attn.q_proj.bias,av_romanizer.w2v_model.encoder.layers.2.self_attn.q_proj.bias,1.020590517900142,10.271540213239044,10.140192941643289,0.09936100104877137,0.9950825741934642,0.11212158203125,1024,torch.float32,"(1024,)",
encoder.layers.2.self_attn.q_proj.weight,encoder.layers.2.self_attn.q_proj.weight,av_romanizer.w2v_model.encoder.layers.2.self_attn.q_proj.weight,19.8532849884277,146.04478139224327,140.64025473387116,0.1359397083494977,0.9911161633500252,0.132568359375,1048576,torch.float32,"(1024, 1024)",
encoder.layers.2.self_attn.v_proj.bias,encoder.layers.2.self_attn.v_proj.bias,av_romanizer.w2v_model.encoder.layers.2.self_attn.v_proj.bias,0.2481658508317407,0.9366180481387925,0.8333051228833199,0.26495950118074846,0.9673840669552008,0.037322998046875,1024,torch.float32,"(1024,)",
encoder.layers.2.self_attn.v_proj.weight,encoder.layers.2.self_attn.v_proj.weight,av_romanizer.w2v_model.encoder.layers.2.self_attn.v_proj.weight,18.71199992281344,113.92943730259015,107.78764220920696,0.1642420112469741,0.9872796182090002,0.14276885986328125,1048576,torch.float32,"(1024, 1024)",
encoder.layers.2.self_attn_layer_norm.bias,encoder.layers.2.self_attn_layer_norm.bias,av_romanizer.w2v_model.encoder.layers.2.self_attn_layer_norm.bias,0.1864402778276684,0.8510209758872752,0.7948975830172815,0.21907835777289225,0.9766361177082067,0.04449462890625,1024,torch.float32,"(1024,)",
encoder.layers.2.self_attn_layer_norm.weight,encoder.layers.2.self_attn_layer_norm.weight,av_romanizer.w2v_model.encoder.layers.2.self_attn_layer_norm.weight,0.423983593177804,4.676899908840482,4.611573782846602,0.09065483577623108,0.9959315733856435,0.0755615234375,1024,torch.float32,"(1024,)",
encoder.layers.20.fc1.bias,encoder.layers.20.fc1.bias,av_romanizer.w2v_model.encoder.layers.20.fc1.bias,0.8559649988500284,5.949466723235802,5.752400428957909,0.14387255844410965,0.9898631554710148,0.060302734375,4096,torch.float32,"(4096,)",
encoder.layers.20.fc1.weight,encoder.layers.20.fc1.weight,av_romanizer.w2v_model.encoder.layers.20.fc1.weight,83.60045852056224,316.9977835019268,303.92414952920615,0.2637256879118024,0.96461550491376,0.3077392578125,4194304,torch.float32,"(4096, 1024)",
encoder.layers.20.fc2.bias,encoder.layers.20.fc2.bias,av_romanizer.w2v_model.encoder.layers.20.fc2.bias,0.4225990939701213,5.941128223407818,5.677202476558045,0.07113111821170548,0.9983851695340655,0.041015625,1024,torch.float32,"(1024,)",
encoder.layers.20.fc2.weight,encoder.layers.20.fc2.weight,av_romanizer.w2v_model.encoder.layers.20.fc2.weight,83.82172591673772,341.7363003542741,327.6688781749887,0.24528189083173402,0.9695105736229127,0.38818359375,4194304,torch.float32,"(1024, 4096)",
encoder.layers.20.final_layer_norm.bias,encoder.layers.20.final_layer_norm.bias,av_romanizer.w2v_model.encoder.layers.20.final_layer_norm.bias,0.4706020277086988,8.292363308211947,8.047102786391354,0.0567512553680156,0.998791287622401,0.0537109375,1024,torch.float32,"(1024,)",
encoder.layers.20.final_layer_norm.weight,encoder.layers.20.final_layer_norm.weight,av_romanizer.w2v_model.encoder.layers.20.final_layer_norm.weight,1.8617647425468806,42.12468982795998,40.64975804712048,0.04419652109369709,0.9996231092272255,0.2177734375,1024,torch.float32,"(1024,)",
encoder.layers.20.self_attn.k_proj.bias,encoder.layers.20.self_attn.k_proj.bias,av_romanizer.w2v_model.encoder.layers.20.self_attn.k_proj.bias,0.032540906150894944,0.0763827458793675,0.08783444521932839,0.4260243040003736,0.9308567475025767,0.0175628662109375,1024,torch.float32,"(1024,)",
encoder.layers.20.self_attn.k_proj.weight,encoder.layers.20.self_attn.k_proj.weight,av_romanizer.w2v_model.encoder.layers.20.self_attn.k_proj.weight,31.73762159100155,113.96138943499633,109.42508971820314,0.2784945124691088,0.960437851079118,0.19580078125,1048576,torch.float32,"(1024, 1024)",
encoder.layers.20.self_attn.out_proj.bias,encoder.layers.20.self_attn.out_proj.bias,av_romanizer.w2v_model.encoder.layers.20.self_attn.out_proj.bias,0.4004511615278594,5.718325758357863,5.512463488668901,0.07002944191183284,0.9981285827868749,0.041748046875,1024,torch.float32,"(1024,)",
encoder.layers.20.self_attn.out_proj.weight,encoder.layers.20.self_attn.out_proj.weight,av_romanizer.w2v_model.encoder.layers.20.self_attn.out_proj.weight,40.09731140460942,198.31826527907802,190.56058654920813,0.2021866788123805,0.9795244054017092,0.240966796875,1048576,torch.float32,"(1024, 1024)",
encoder.layers.20.self_attn.q_proj.bias,encoder.layers.20.self_attn.q_proj.bias,av_romanizer.w2v_model.encoder.layers.20.self_attn.q_proj.bias,0.8968806848550238,8.026754996563353,7.719642469494229,0.11173639724135374,0.994270217063038,0.1220703125,1024,torch.float32,"(1024,)",
encoder.layers.20.self_attn.q_proj.weight,encoder.layers.20.self_attn.q_proj.weight,av_romanizer.w2v_model.encoder.layers.20.self_attn.q_proj.weight,30.892794119742735,111.37629060230303,106.97183445485818,0.2773731640071692,0.9607623133617476,0.174560546875,1048576,torch.float32,"(1024, 1024)",
encoder.layers.20.self_attn.v_proj.bias,encoder.layers.20.self_attn.v_proj.bias,av_romanizer.w2v_model.encoder.layers.20.self_attn.v_proj.bias,0.38200322317975927,3.562557130791715,3.4585751204371173,0.10722725535488208,0.9945170793484198,0.0491943359375,1024,torch.float32,"(1024,)",
encoder.layers.20.self_attn.v_proj.weight,encoder.layers.20.self_attn.v_proj.weight,av_romanizer.w2v_model.encoder.layers.20.self_attn.v_proj.weight,33.39738177375162,194.56213285334917,186.67788794835002,0.17165406898024102,0.9855009526509436,0.1923828125,1048576,torch.float32,"(1024, 1024)",
encoder.layers.20.self_attn_layer_norm.bias,encoder.layers.20.self_attn_layer_norm.bias,av_romanizer.w2v_model.encoder.layers.20.self_attn_layer_norm.bias,0.26553835186383234,1.8423127490677564,1.8245621198864592,0.14413315654369735,0.989558630634745,0.04081535339355469,1024,torch.float32,"(1024,)",
encoder.layers.20.self_attn_layer_norm.weight,encoder.layers.20.self_attn_layer_norm.weight,av_romanizer.w2v_model.encoder.layers.20.self_attn_layer_norm.weight,0.5359747155005266,9.69222502322961,9.89071313689195,0.055299450251716384,0.998707158551811,0.0654296875,1024,torch.float32,"(1024,)",
encoder.layers.21.fc1.bias,encoder.layers.21.fc1.bias,av_romanizer.w2v_model.encoder.layers.21.fc1.bias,1.0453796931612382,7.345709427654973,7.100243391757852,0.14231160427141518,0.9901012472444226,0.08098983764648438,4096,torch.float32,"(4096,)",
encoder.layers.21.fc1.weight,encoder.layers.21.fc1.weight,av_romanizer.w2v_model.encoder.layers.21.fc1.weight,90.7404246858511,316.93504507971653,302.4414335287937,0.28630606206084835,0.9581460571604886,0.35040283203125,4194304,torch.float32,"(4096, 1024)",
encoder.layers.21.fc2.bias,encoder.layers.21.fc2.bias,av_romanizer.w2v_model.encoder.layers.21.fc2.bias,0.39944378506855827,5.450587476406586,5.141647830793405,0.07328453800578208,0.9988561707425082,0.040771484375,1024,torch.float32,"(1024,)",
encoder.layers.21.fc2.weight,encoder.layers.21.fc2.weight,av_romanizer.w2v_model.encoder.layers.21.fc2.weight,87.99757892532722,344.64987701092673,328.17238530459343,0.2553245620991107,0.9669683284405434,0.343017578125,4194304,torch.float32,"(1024, 4096)",
encoder.layers.21.final_layer_norm.bias,encoder.layers.21.final_layer_norm.bias,av_romanizer.w2v_model.encoder.layers.21.final_layer_norm.bias,1.025701936906289,9.091071205809126,8.722876767983573,0.11282520108861024,0.9942213497881868,0.10595703125,1024,torch.float32,"(1024,)",
encoder.layers.21.final_layer_norm.weight,encoder.layers.21.final_layer_norm.weight,av_romanizer.w2v_model.encoder.layers.21.final_layer_norm.weight,3.34721985045666,55.81005265678727,52.824814425596976,0.059975213982343234,0.9996112428102051,0.3359375,1024,torch.float32,"(1024,)",
encoder.layers.21.self_attn.k_proj.bias,encoder.layers.21.self_attn.k_proj.bias,av_romanizer.w2v_model.encoder.layers.21.self_attn.k_proj.bias,0.046522601338652686,0.21033964350504292,0.2157994171061328,0.22117847384074937,0.9764872419929878,0.009151458740234375,1024,torch.float32,"(1024,)",
encoder.layers.21.self_attn.k_proj.weight,encoder.layers.21.self_attn.k_proj.weight,av_romanizer.w2v_model.encoder.layers.21.self_attn.k_proj.weight,33.33087136364,111.53179758590298,106.57843430175038,0.298846356690057,0.9543021053713832,0.17486572265625,1048576,torch.float32,"(1024, 1024)",
encoder.layers.21.self_attn.out_proj.bias,encoder.layers.21.self_attn.out_proj.bias,av_romanizer.w2v_model.encoder.layers.21.self_attn.out_proj.bias,0.39624294252417397,5.476817607583813,5.233663049317694,0.07234912149995497,0.9982925454924174,0.03662109375,1024,torch.float32,"(1024,)",
encoder.layers.21.self_attn.out_proj.weight,encoder.layers.21.self_attn.out_proj.weight,av_romanizer.w2v_model.encoder.layers.21.self_attn.out_proj.weight,45.84886045811715,206.02424441090486,199.0272649191854,0.22254109262341928,0.9749641722998902,0.2978515625,1048576,torch.float32,"(1024, 1024)",
encoder.layers.21.self_attn.q_proj.bias,encoder.layers.21.self_attn.q_proj.bias,av_romanizer.w2v_model.encoder.layers.21.self_attn.q_proj.bias,0.8104941024611574,7.192121958492643,6.944071499302524,0.11269192974461523,0.9940394417671394,0.1083984375,1024,torch.float32,"(1024,)",
encoder.layers.21.self_attn.q_proj.weight,encoder.layers.21.self_attn.q_proj.weight,av_romanizer.w2v_model.encoder.layers.21.self_attn.q_proj.weight,32.69193095978585,108.38616451427448,103.56137058715986,0.30162457640504764,0.9534289919504652,0.19427490234375,1048576,torch.float32,"(1024, 1024)",
encoder.layers.21.self_attn.v_proj.bias,encoder.layers.21.self_attn.v_proj.bias,av_romanizer.w2v_model.encoder.layers.21.self_attn.v_proj.bias,0.5077919604893351,5.7069024329834575,5.451499118836476,0.0889785599898317,0.9969042983586596,0.07470703125,1024,torch.float32,"(1024,)",
encoder.layers.21.self_attn.v_proj.weight,encoder.layers.21.self_attn.v_proj.weight,av_romanizer.w2v_model.encoder.layers.21.self_attn.v_proj.weight,39.781822792879545,200.0837142048389,192.88266450018284,0.19882589120747862,0.9801680226523397,0.22998046875,1048576,torch.float32,"(1024, 1024)",
encoder.layers.21.self_attn_layer_norm.bias,encoder.layers.21.self_attn_layer_norm.bias,av_romanizer.w2v_model.encoder.layers.21.self_attn_layer_norm.bias,0.3430914261805236,2.246858580042798,2.1507024629687295,0.1526982735931642,0.9887770644583042,0.03803253173828125,1024,torch.float32,"(1024,)",
encoder.layers.21.self_attn_layer_norm.weight,encoder.layers.21.self_attn_layer_norm.weight,av_romanizer.w2v_model.encoder.layers.21.self_attn_layer_norm.weight,0.5775671987223758,10.98503951132137,11.19845954246289,0.05257761686948192,0.9988292706559163,0.10498046875,1024,torch.float32,"(1024,)",
encoder.layers.22.fc1.bias,encoder.layers.22.fc1.bias,av_romanizer.w2v_model.encoder.layers.22.fc1.bias,0.9777233021364818,8.010642255110266,7.889787264722755,0.12205304780809033,0.9925529808705904,0.0810546875,4096,torch.float32,"(4096,)",
encoder.layers.22.fc1.weight,encoder.layers.22.fc1.weight,av_romanizer.w2v_model.encoder.layers.22.fc1.weight,95.99617785527556,322.8581510311281,309.9296030087379,0.29733236577329025,0.9547880244929535,0.4205322265625,4194304,torch.float32,"(4096, 1024)",
encoder.layers.22.fc2.bias,encoder.layers.22.fc2.bias,av_romanizer.w2v_model.encoder.layers.22.fc2.bias,0.32269272635919616,4.754792423955391,4.499620012942427,0.06786683783153594,0.9990881496717803,0.034423828125,1024,torch.float32,"(1024,)",
encoder.layers.22.fc2.weight,encoder.layers.22.fc2.weight,av_romanizer.w2v_model.encoder.layers.22.fc2.weight,92.23176632771825,357.01476211349416,341.8076506472373,0.25834160408862306,0.9660926947924598,0.36767578125,4194304,torch.float32,"(1024, 4096)",
encoder.layers.22.final_layer_norm.bias,encoder.layers.22.final_layer_norm.bias,av_romanizer.w2v_model.encoder.layers.22.final_layer_norm.bias,0.7896139499413646,14.856394751240943,14.900612850106015,0.053149769049816664,0.99859615875664,0.13671875,1024,torch.float32,"(1024,)",
encoder.layers.22.final_layer_norm.weight,encoder.layers.22.final_layer_norm.weight,av_romanizer.w2v_model.encoder.layers.22.final_layer_norm.weight,2.575716095488804,80.28886704858633,78.40068118235257,0.03208061329262654,0.9997562181971847,0.35546875,1024,torch.float32,"(1024,)",
encoder.layers.22.self_attn.k_proj.bias,encoder.layers.22.self_attn.k_proj.bias,av_romanizer.w2v_model.encoder.layers.22.self_attn.k_proj.bias,0.04846425546778269,0.2464466950825432,0.24794311002291697,0.19665208109830973,0.9807990015910293,0.0159759521484375,1024,torch.float32,"(1024,)",
encoder.layers.22.self_attn.k_proj.weight,encoder.layers.22.self_attn.k_proj.weight,av_romanizer.w2v_model.encoder.layers.22.self_attn.k_proj.weight,36.94682071630087,97.27290323951391,90.4014751951446,0.379826441751483,0.9250677227098162,0.4306640625,1048576,torch.float32,"(1024, 1024)",
encoder.layers.22.self_attn.out_proj.bias,encoder.layers.22.self_attn.out_proj.bias,av_romanizer.w2v_model.encoder.layers.22.self_attn.out_proj.bias,0.3927201077445321,5.200813318034316,5.082270812027581,0.07551128712556124,0.9973483454459254,0.125,1024,torch.float32,"(1024,)",
encoder.layers.22.self_attn.out_proj.weight,encoder.layers.22.self_attn.out_proj.weight,av_romanizer.w2v_model.encoder.layers.22.self_attn.out_proj.weight,58.20937128351677,230.63238132959182,231.00873699569544,0.2523902799248775,0.9682027927807524,0.431640625,1048576,torch.float32,"(1024, 1024)",
encoder.layers.22.self_attn.q_proj.bias,encoder.layers.22.self_attn.q_proj.bias,av_romanizer.w2v_model.encoder.layers.22.self_attn.q_proj.bias,0.7479368382590913,5.526955294383575,5.263212269513823,0.13532529185085604,0.9915803214992381,0.12890625,1024,torch.float32,"(1024,)",
encoder.layers.22.self_attn.q_proj.weight,encoder.layers.22.self_attn.q_proj.weight,av_romanizer.w2v_model.encoder.layers.22.self_attn.q_proj.weight,36.12172604489705,95.11959367182973,88.33165730884907,0.3797506344436239,0.925095672261908,0.28076171875,1048576,torch.float32,"(1024, 1024)",
encoder.layers.22.self_attn.v_proj.bias,encoder.layers.22.self_attn.v_proj.bias,av_romanizer.w2v_model.encoder.layers.22.self_attn.v_proj.bias,0.5935973444228331,6.849009610648645,6.599005935759151,0.08666907745317291,0.9967933913542024,0.074951171875,1024,torch.float32,"(1024,)",
encoder.layers.22.self_attn.v_proj.weight,encoder.layers.22.self_attn.v_proj.weight,av_romanizer.w2v_model.encoder.layers.22.self_attn.v_proj.weight,50.97286774673036,219.68100671552583,218.04483180163106,0.23203129168438885,0.9729066860139512,0.3084716796875,1048576,torch.float32,"(1024, 1024)",
encoder.layers.22.self_attn_layer_norm.bias,encoder.layers.22.self_attn_layer_norm.bias,av_romanizer.w2v_model.encoder.layers.22.self_attn_layer_norm.bias,0.4353309438291491,2.7227809860286083,2.7717566479133224,0.15988467161441205,0.9876032043024835,0.043701171875,1024,torch.float32,"(1024,)",
encoder.layers.22.self_attn_layer_norm.weight,encoder.layers.22.self_attn_layer_norm.weight,av_romanizer.w2v_model.encoder.layers.22.self_attn_layer_norm.weight,3.15673769119623,12.910323748317156,15.812746028743662,0.24451266697380125,0.9962259237327635,0.21630859375,1024,torch.float32,"(1024,)",
encoder.layers.23.fc1.bias,encoder.layers.23.fc1.bias,av_romanizer.w2v_model.encoder.layers.23.fc1.bias,1.3945707272708623,8.898204742077203,8.37475510345902,0.15672495381864104,0.9887894418527008,0.10045242309570312,4096,torch.float32,"(4096,)",
encoder.layers.23.fc1.weight,encoder.layers.23.fc1.weight,av_romanizer.w2v_model.encoder.layers.23.fc1.weight,99.7937503303554,287.710399821852,280.0589228508208,0.3468548595815337,0.9385656762973403,0.36962890625,4194304,torch.float32,"(4096, 1024)",
encoder.layers.23.fc2.bias,encoder.layers.23.fc2.bias,av_romanizer.w2v_model.encoder.layers.23.fc2.bias,0.20635797087885863,2.4778013706685336,2.361048135444856,0.08328269300423438,0.9975255330498861,0.03558349609375,1024,torch.float32,"(1024,)",
encoder.layers.23.fc2.weight,encoder.layers.23.fc2.weight,av_romanizer.w2v_model.encoder.layers.23.fc2.weight,80.69911168799376,315.25356298790126,306.3539980938422,0.25598160072528925,0.9666949763733563,0.3714447021484375,4194304,torch.float32,"(1024, 4096)",
encoder.layers.23.final_layer_norm.bias,encoder.layers.23.final_layer_norm.bias,av_romanizer.w2v_model.encoder.layers.23.final_layer_norm.bias,1.5027103818003862,11.490855996684246,10.480432337195046,0.13077445076624422,0.9948634419686377,0.330078125,1024,torch.float32,"(1024,)",
encoder.layers.23.final_layer_norm.weight,encoder.layers.23.final_layer_norm.weight,av_romanizer.w2v_model.encoder.layers.23.final_layer_norm.weight,2.150382898578397,62.36858470622284,63.35863996072318,0.03447862267049074,0.9995389275710137,0.2889404296875,1024,torch.float32,"(1024,)",
encoder.layers.23.self_attn.k_proj.bias,encoder.layers.23.self_attn.k_proj.bias,av_romanizer.w2v_model.encoder.layers.23.self_attn.k_proj.bias,0.1868399599390326,0.5575188497390979,0.5973179449143993,0.3351276105309589,0.949964564323389,0.06787109375,1024,torch.float32,"(1024,)",
encoder.layers.23.self_attn.k_proj.weight,encoder.layers.23.self_attn.k_proj.weight,av_romanizer.w2v_model.encoder.layers.23.self_attn.k_proj.weight,37.575965973005445,87.13140008651972,82.79069764049241,0.43125630869805,0.9034394672172464,0.2568359375,1048576,torch.float32,"(1024, 1024)",
encoder.layers.23.self_attn.out_proj.bias,encoder.layers.23.self_attn.out_proj.bias,av_romanizer.w2v_model.encoder.layers.23.self_attn.out_proj.bias,0.3891754553720741,4.616785195113293,4.458048335679174,0.08429576835933429,0.9969327311446678,0.11279296875,1024,torch.float32,"(1024,)",
encoder.layers.23.self_attn.out_proj.weight,encoder.layers.23.self_attn.out_proj.weight,av_romanizer.w2v_model.encoder.layers.23.self_attn.out_proj.weight,51.27794462180566,241.0111320639256,235.50385987120762,0.2127617267413388,0.9771041140411526,0.48828125,1048576,torch.float32,"(1024, 1024)",
encoder.layers.23.self_attn.q_proj.bias,encoder.layers.23.self_attn.q_proj.bias,av_romanizer.w2v_model.encoder.layers.23.self_attn.q_proj.bias,0.6511563252088993,3.0046285335583263,3.1594494110203017,0.21671774661533513,0.9789299356379864,0.0850830078125,1024,torch.float32,"(1024,)",
encoder.layers.23.self_attn.q_proj.weight,encoder.layers.23.self_attn.q_proj.weight,av_romanizer.w2v_model.encoder.layers.23.self_attn.q_proj.weight,36.483425539583116,86.77753034348204,82.31223819289006,0.4204247965478477,0.9082228381660882,0.20642471313476562,1048576,torch.float32,"(1024, 1024)",
encoder.layers.23.self_attn.v_proj.bias,encoder.layers.23.self_attn.v_proj.bias,av_romanizer.w2v_model.encoder.layers.23.self_attn.v_proj.bias,0.7904022528800543,5.468757042389285,5.0890345364202325,0.14453051155015834,0.9913666085879438,0.087890625,1024,torch.float32,"(1024,)",
encoder.layers.23.self_attn.v_proj.weight,encoder.layers.23.self_attn.v_proj.weight,av_romanizer.w2v_model.encoder.layers.23.self_attn.v_proj.weight,49.51078414103577,228.91359568879983,223.1059762437326,0.21628590469717657,0.9763315543033725,0.2978515625,1048576,torch.float32,"(1024, 1024)",
encoder.layers.23.self_attn_layer_norm.bias,encoder.layers.23.self_attn_layer_norm.bias,av_romanizer.w2v_model.encoder.layers.23.self_attn_layer_norm.bias,0.7717240053500675,2.9165197543150767,2.6086379060166998,0.26460441565954734,0.9670900873507723,0.09142303466796875,1024,torch.float32,"(1024,)",
encoder.layers.23.self_attn_layer_norm.weight,encoder.layers.23.self_attn_layer_norm.weight,av_romanizer.w2v_model.encoder.layers.23.self_attn_layer_norm.weight,1.8623184749691006,13.58276618812821,15.119467553981398,0.13710892532309282,0.9973053262110079,0.27197265625,1024,torch.float32,"(1024,)",
encoder.layers.3.fc1.bias,encoder.layers.3.fc1.bias,av_romanizer.w2v_model.encoder.layers.3.fc1.bias,0.7259534838472071,2.9894762069255902,3.2496297091996147,0.2428363477740422,0.9763590715189889,0.06035041809082031,4096,torch.float32,"(4096,)",
encoder.layers.3.fc1.weight,encoder.layers.3.fc1.weight,av_romanizer.w2v_model.encoder.layers.3.fc1.weight,41.82524838461677,298.24751788091885,285.25917495330566,0.14023670232627491,0.9907105402885631,0.24109554290771484,4194304,torch.float32,"(4096, 1024)",
encoder.layers.3.fc2.bias,encoder.layers.3.fc2.bias,av_romanizer.w2v_model.encoder.layers.3.fc2.bias,0.15349595420123227,2.8120592666051563,2.6968275725154793,0.05458489300851026,0.9993220494356443,0.026123046875,1024,torch.float32,"(1024,)",
encoder.layers.3.fc2.weight,encoder.layers.3.fc2.weight,av_romanizer.w2v_model.encoder.layers.3.fc2.weight,36.65063066116702,285.252378030261,270.52314882706634,0.12848492592506605,0.9927021063901353,0.16259765625,4194304,torch.float32,"(1024, 4096)",
encoder.layers.3.final_layer_norm.bias,encoder.layers.3.final_layer_norm.bias,av_romanizer.w2v_model.encoder.layers.3.final_layer_norm.bias,0.21322433836066265,2.348738924399173,2.292501238346959,0.09078247741613393,0.9960718688726051,0.037841796875,1024,torch.float32,"(1024,)",
encoder.layers.3.final_layer_norm.weight,encoder.layers.3.final_layer_norm.weight,av_romanizer.w2v_model.encoder.layers.3.final_layer_norm.weight,0.3581051749340528,4.95374198662461,4.754999103428558,0.07228983178796099,0.9981163142246383,0.03973388671875,1024,torch.float32,"(1024,)",
encoder.layers.3.self_attn.k_proj.bias,encoder.layers.3.self_attn.k_proj.bias,av_romanizer.w2v_model.encoder.layers.3.self_attn.k_proj.bias,0.010016597833673294,0.10610940405322287,0.10068055791984186,0.09439877570746812,0.9966835701414812,0.0017571449279785156,1024,torch.float32,"(1024,)",
encoder.layers.3.self_attn.k_proj.weight,encoder.layers.3.self_attn.k_proj.weight,av_romanizer.w2v_model.encoder.layers.3.self_attn.k_proj.weight,20.27721604944865,150.17489981919726,145.44173637263899,0.13502400250548766,0.991100448071048,0.23974609375,1048576,torch.float32,"(1024, 1024)",
encoder.layers.3.self_attn.out_proj.bias,encoder.layers.3.self_attn.out_proj.bias,av_romanizer.w2v_model.encoder.layers.3.self_attn.out_proj.bias,0.29301701530260554,3.458067597611118,3.266562795148364,0.08473432257513584,0.9978229061682589,0.0908203125,1024,torch.float32,"(1024,)",
encoder.layers.3.self_attn.out_proj.weight,encoder.layers.3.self_attn.out_proj.weight,av_romanizer.w2v_model.encoder.layers.3.self_attn.out_proj.weight,21.312527998631968,124.73505697908207,118.11347674925166,0.1708623743380023,0.9860727090859409,0.11767578125,1048576,torch.float32,"(1024, 1024)",
encoder.layers.3.self_attn.q_proj.bias,encoder.layers.3.self_attn.q_proj.bias,av_romanizer.w2v_model.encoder.layers.3.self_attn.q_proj.bias,1.0076878769929472,10.518854307152601,10.409755946392272,0.09579825402731744,0.9954176061060879,0.1212158203125,1024,torch.float32,"(1024,)",
encoder.layers.3.self_attn.q_proj.weight,encoder.layers.3.self_attn.q_proj.weight,av_romanizer.w2v_model.encoder.layers.3.self_attn.q_proj.weight,20.457700173897482,148.163163710164,143.28456250666991,0.13807548152735674,0.9907035762370208,0.22265625,1048576,torch.float32,"(1024, 1024)",
encoder.layers.3.self_attn.v_proj.bias,encoder.layers.3.self_attn.v_proj.bias,av_romanizer.w2v_model.encoder.layers.3.self_attn.v_proj.bias,0.23856840761323755,1.1168127114452737,1.0347238286516627,0.21361541211731447,0.9782897990955293,0.0351715087890625,1024,torch.float32,"(1024,)",
encoder.layers.3.self_attn.v_proj.weight,encoder.layers.3.self_attn.v_proj.weight,av_romanizer.w2v_model.encoder.layers.3.self_attn.v_proj.weight,18.737220917888433,122.84413903245833,116.43338561897687,0.1525284076673582,0.9891637334046642,0.10400390625,1048576,torch.float32,"(1024, 1024)",
encoder.layers.3.self_attn_layer_norm.bias,encoder.layers.3.self_attn_layer_norm.bias,av_romanizer.w2v_model.encoder.layers.3.self_attn_layer_norm.bias,0.17549996842332227,0.6211284611474768,0.5865711652380884,0.28255019597572856,0.9593698831002045,0.023345947265625,1024,torch.float32,"(1024,)",
encoder.layers.3.self_attn_layer_norm.weight,encoder.layers.3.self_attn_layer_norm.weight,av_romanizer.w2v_model.encoder.layers.3.self_attn_layer_norm.weight,0.459043558250885,4.807517596775733,4.555384803066444,0.09548453001165355,0.9966404241892927,0.0657958984375,1024,torch.float32,"(1024,)",
encoder.layers.4.fc1.bias,encoder.layers.4.fc1.bias,av_romanizer.w2v_model.encoder.layers.4.fc1.bias,0.7310229909997237,3.9772088323548402,4.097068335475292,0.18380301910546068,0.984043215094644,0.0550079345703125,4096,torch.float32,"(4096,)",
encoder.layers.4.fc1.weight,encoder.layers.4.fc1.weight,av_romanizer.w2v_model.encoder.layers.4.fc1.weight,43.200352392202575,302.1490325953203,288.8387519344118,0.14297696742938923,0.9903227832999933,0.179718017578125,4194304,torch.float32,"(4096, 1024)",
